# timestamp [ns],w_x [rad s^-1],w_y [rad s^-1],w_z [rad s^-1],a_x [m s^-2],a_y [m s^-2],a_z [m s^-2]
# Coordinate system: Right-Front-Up (X: Right, Y: Front, Z: Up)
1553742854885754999,-0.000054253,0.000455729,-0.000303819,0.081481934,0.091857910,9.791870117
1553742854895755000,-0.000336372,0.000683594,-0.000195313,0.061492920,0.071563721,9.764099121
1553742854905755000,-0.000553385,0.000944010,-0.000119358,0.077514648,0.082397461,9.774322510
1553742854915755000,-0.000618490,0.000607639,-0.000130208,0.065765381,0.080261230,9.789581299
1553742854925754999,-0.000477431,0.000509983,-0.000108507,0.057220459,0.067596436,9.785156250
1553742854935754999,-0.000260417,0.000672743,0.000032552,0.057220459,0.066223145,9.757995605
1553742854945754999,-0.000010851,0.000900608,0.000032552,0.052795410,0.057830811,9.753417969
1553742854955755000,0.000401476,0.000694444,0.000000000,0.058593750,0.055847168,9.779052734
1553742854965755000,0.000542535,0.000509983,0.000054253,0.045776367,0.060729980,9.780578613
1553742854975755000,0.000607639,0.000509983,0.000086806,0.034484863,0.071716309,9.761047363
1553742854985754999,0.000423177,0.000585937,0.000130208,0.044708252,0.084533691,9.761505127
1553742854995754999,0.000206163,0.000466580,0.000130208,0.046997070,0.093841553,9.775848389
1553742855005754999,-0.000097656,0.000379774,0.000141059,0.050048828,0.089569092,9.788818359
1553742855015755000,-0.000325521,0.000227865,0.000195313,0.050964355,0.077362061,9.792175293
1553742855025755000,-0.000466580,0.000108507,0.000162760,0.041503906,0.085906982,9.785003662
1553742855035755000,-0.000531684,0.000119358,0.000184462,0.043182373,0.081939697,9.767913818
1553742855045755000,-0.000434028,0.000141059,0.000108507,0.037384033,0.072631836,9.786376953
1553742855055754999,-0.000119358,-0.000010851,-0.000108507,0.045776367,0.058441162,9.766540527
1553742855065754999,0.000195313,-0.000010851,-0.000065104,0.033874512,0.065460205,9.772033691
1553742855075754999,0.000401476,0.000141059,-0.000151910,0.064239502,0.074768066,9.760589600
1553742855085755000,0.000575087,0.000184462,-0.000195313,0.045471191,0.066528320,9.751129150
1553742855095755000,0.000455729,0.000054253,-0.000282118,0.043029785,0.050048828,9.769592285
1553742855105755000,0.000195313,-0.000141059,-0.000119358,0.062255859,0.082855225,9.781036377
1553742855115754999,-0.000010851,-0.000054253,0.000010851,0.055694580,0.075988770,9.781188965
1553742855125754999,-0.000412326,-0.000000000,0.000000000,0.069274902,0.073242188,9.779052734
1553742855135754999,-0.000629340,0.000043403,0.000065104,0.071411133,0.065460205,9.776153564
1553742855145755000,-0.000477431,0.000054253,0.000119358,0.066986084,0.064086914,9.783630371
1553742855155755000,-0.000347222,0.000206163,0.000021701,0.068664551,0.065307617,9.791412354
1553742855165755000,-0.000043403,0.000358073,0.000000000,0.072631836,0.065002441,9.765930176
1553742855175754999,0.000303819,0.000596788,-0.000097656,0.058746338,0.052947998,9.777069092
1553742855185754999,0.000509983,0.000683594,-0.000075955,0.074310303,0.054016113,9.783782959
1553742855195754999,0.000553385,0.000575087,-0.000065104,0.060424805,0.065002441,9.765777588
1553742855205755000,0.000520833,0.000531684,-0.000119358,0.059051514,0.078430176,9.779357910
1553742855215755000,0.000227865,0.000726997,-0.000162760,0.052032471,0.088958740,9.786529541
1553742855225755000,-0.000032552,0.000596788,-0.000097656,0.079803467,0.083618164,9.777221680
1553742855235754999,-0.000282118,0.000401476,-0.000086806,0.055694580,0.072937012,9.780731201
1553742855245754999,-0.000477431,0.000477431,-0.000075955,0.047149658,0.081329346,9.776000977
1553742855255754999,-0.000379774,0.000585937,-0.000065104,0.045776367,0.073089600,9.774169922
1553742855265755000,-0.000271267,0.000661892,-0.000119358,0.060272217,0.069580078,9.781036377
1553742855275755000,-0.000043403,0.000607639,-0.000119358,0.051879883,0.062866211,9.767913818
1553742855285755000,0.000249566,0.000618490,-0.000021701,0.054168701,0.065765381,9.785766602
1553742855295755000,0.000390625,0.000596788,-0.000010851,0.046844482,0.061950684,9.767303467
1553742855305754999,0.000390625,0.000520833,0.000065104,0.035705566,0.071258545,9.762420654
1553742855315754999,0.000238715,0.000401476,0.000097656,0.049896240,0.065765381,9.778900146
1553742855325754999,0.000108507,0.000162760,0.000173611,0.048980713,0.087890625,9.771423340
1553742855335755000,-0.000097656,0.000043403,0.000119358,0.037536621,0.077056885,9.769287109
1553742855345755000,-0.000303819,-0.000043403,0.000227865,0.061492920,0.078735352,9.772033691
1553742855355755000,-0.000434028,-0.000043403,0.000238715,0.059204102,0.078735352,9.774627686
1553742855365754999,-0.000379774,-0.000032552,0.000195313,0.046691895,0.073242188,9.776153564
1553742855375754999,-0.000434028,0.000075955,0.000141059,0.061492920,0.064697266,9.775085449
1553742855385754999,-0.000238715,0.000184462,0.000065104,0.060882568,0.080413818,9.765777588
1553742855395755000,-0.000054253,0.000249566,0.000075955,0.061035156,0.052947998,9.781036377
1553742855405755000,0.000108507,0.000292969,-0.000075955,0.072631836,0.065765381,9.762420654
1553742855415755000,0.000184462,0.000336372,-0.000054253,0.061035156,0.083770752,9.777832031
1553742855425754999,0.000260417,0.000282118,-0.000141059,0.064239502,0.072784424,9.782104492
1553742855435754999,0.000249566,0.000282118,-0.000130208,0.060424805,0.075225830,9.766082764
1553742855445754999,0.000032552,0.000151910,-0.000173611,0.056915283,0.081481934,9.775238037
1553742855455755000,-0.000010851,0.000086806,-0.000108507,0.056915283,0.067443848,9.765777588
1553742855465755000,0.000010851,0.000119358,-0.000119358,0.056304932,0.065460205,9.779663086
1553742855475755000,-0.000097656,0.000206163,0.000000000,0.071868896,0.066528320,9.781494141
1553742855485754999,-0.000075955,0.000238715,-0.000086806,0.073394775,0.074005127,9.779357910
1553742855495754999,-0.000021701,0.000509983,-0.000021701,0.068511963,0.070343018,9.781188965
1553742855505754999,0.000000000,0.000661892,-0.000021701,0.067901611,0.071258545,9.785308838
1553742855515755000,0.000075955,0.000520833,0.000021701,0.068054199,0.074920654,9.780120850
1553742855525755000,0.000173611,0.000683594,0.000054253,0.059661865,0.084075928,9.791870117
1553742855535755000,0.000151910,0.000607639,-0.000065104,0.051879883,0.063781738,9.778137207
1553742855545755000,0.000173611,0.000542535,-0.000032552,0.041809082,0.084686279,9.781188965
1553742855555754999,0.000271267,0.000423177,-0.000119358,0.050354004,0.071868896,9.766540527
1553742855565754999,0.000173611,0.000282118,-0.000184462,0.040435791,0.091705322,9.774627686
1553742855575754999,0.000173611,0.000260417,-0.000217014,0.052032471,0.081634521,9.756622314
1553742855585755000,0.000065104,0.000217014,-0.000227865,0.060729980,0.090942383,9.769897461
1553742855595755000,-0.000021701,0.000238715,-0.000097656,0.049438477,0.088348389,9.761810303
1553742855605755000,-0.000119358,0.000162760,-0.000130208,0.051269531,0.076751709,9.774169922
1553742855615754999,-0.000173611,0.000249566,-0.000108507,0.069122314,0.083160400,9.786834717
1553742855625754999,-0.000119358,0.000358073,-0.000086806,0.044860840,0.083618164,9.769592285
1553742855635754999,0.000010851,0.000368924,-0.000054253,0.056915283,0.065002441,9.767761230
1553742855645755000,0.000162760,0.000303819,-0.000065104,0.044708252,0.063934326,9.790496826
1553742855655755000,0.000249566,0.000206163,-0.000075955,0.046081543,0.080261230,9.756622314
1553742855665755000,0.000238715,0.000119358,-0.000032552,0.047149658,0.082550049,9.781036377
1553742855675754999,0.000162760,0.000075955,0.000032552,0.047454834,0.095977783,9.759216309
1553742855685754999,-0.000065104,0.000032552,0.000054253,0.058898926,0.097961426,9.773254395
1553742855695754999,-0.000141059,-0.000043403,0.000119358,0.060119629,0.080718994,9.780883789
1553742855705755000,-0.000325521,-0.000000000,0.000108507,0.053558350,0.078430176,9.777374268
1553742855715755000,-0.000292969,0.000054253,0.000086806,0.069885254,0.078125000,9.779205322
1553742855725755000,-0.000249566,0.000184462,0.000108507,0.047760010,0.079193115,9.772796631
1553742855735754999,-0.000173611,0.000325521,0.000054253,0.075073242,0.085144043,9.778594971
1553742855745754999,-0.000043403,0.000390625,0.000054253,0.056610107,0.072174072,9.786987305
1553742855755754999,0.000195313,0.000444878,-0.000075955,0.064086914,0.071563721,9.772491455
1553742855765755000,0.000173611,0.000466580,-0.000075955,0.052337646,0.060729980,9.764251709
1553742855775755000,0.000238715,0.000455729,-0.000065104,0.054626465,0.062866211,9.774780273
1553742855785755000,0.000249566,0.000434028,-0.000173611,0.032196045,0.079956055,9.783630371
1553742855795755000,0.000227865,0.000314670,-0.000119358,0.052642822,0.075378418,9.776458740
1553742855805754999,0.000162760,0.000151910,-0.000032552,0.062408447,0.067749023,9.785461426
1553742855815754999,0.000043403,0.000292969,-0.000065104,0.060424805,0.062103271,9.782104492
1553742855825754999,0.000032552,0.000260417,-0.000032552,0.053863525,0.055541992,9.773864746
1553742855835755000,-0.000108507,0.000282118,0.000000000,0.064849854,0.054321289,9.767761230
1553742855845755000,0.000010851,0.000412326,0.000000000,0.044097900,0.050659180,9.805297852
1553742855855755000,0.000108507,0.000488281,-0.000043403,0.044555664,0.063629150,9.773559570
1553742855865754999,0.000173611,0.000444878,-0.000021701,0.056915283,0.063171387,9.782867432
1553742855875754999,0.000282118,0.000466580,-0.000032552,0.046081543,0.069274902,9.771270752
1553742855885754999,0.000401476,0.000347222,-0.000021701,0.041656494,0.080108643,9.778594971
1553742855895755000,0.000325521,0.000260417,-0.000086806,0.057373047,0.082550049,9.772949219
1553742855905755000,0.000260417,0.000217014,-0.000108507,0.046691895,0.079040527,9.782409668
1553742855915755000,0.000043403,0.000173611,-0.000151910,0.050048828,0.079193115,9.786224365
1553742855925754999,-0.000054253,0.000032552,-0.000119358,0.038604736,0.077056885,9.780578613
1553742855935754999,-0.000227865,-0.000000000,-0.000195313,0.051269531,0.086212158,9.778747559
1553742855945754999,-0.000184462,0.000054253,-0.000043403,0.064392090,0.072479248,9.772949219
